source,year,abstract,label
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2017,"sifat komposit ditentukan oleh sifat serat, matrik, dan ikatan yang terbentuk antara serat dan matrik. peningkatan sifat serat serta komposit dapat dilakukan dengan perlakuan panas. penelitian ini bertujuan untuk mengamati pengaruh perlakuan panas terhadap sifat tarik serat dan komposit. pada penelitian ini, perlakuan panas serat dilakukan selama 10 jam dengan variasi temperatur 100 c, 120 c, 140 c dan160 c. pembuatan spesimen serat tunggal mengacu pada american standard testing and material c1557. pembuatan komposit dilakukan dengan metode tekan panas. parameter proses yang dipilih meliputi temperatur 150 c, waktu penahanan 25 menit dan tekanan pengepressan 50 bar. pengujian yang dilakukan terdiri",human
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL,2016,"short message service (sms) adalah layanan komunikasi yang berbasis teks yang paling handal dalam menyampaikan pesan komunikasi. penerapan komunikasi melalui sms tidak hanya diperuntukkan pada layanan handphone ke handphone. tapi bisa dilakukan dari perangkat komputer melalui sistem informasi yang dikoneksikan dengan jaringan seluler dalam mendistribusikan pesan-pesan melalui media sms. pemanfaatan short message service (sms) dijadikan sebagai sarana komunikasi bagi dunia usaha, baik produk maupun jasa. salah satunya adalah promosi dan notifikasi pelanggan. short message service (sms) tentang promosi akan memperluas pasar dalam memperkenalkan produk dan jasa yang dimiliki. sedangkan notifikasi pelanggan adalah layanan sms pemberitahuan permasalahan fungsi layanan yang diterima",human
JUSIFO UIN Raden Fatah (IndoT5 Parafrase),2017,"catur pandu maju bersama) adalah perusahaan yang bergerak di bidang bisnis ritel thinner dan cat yang aktivitasnya mencakup penjualan thinning dan cat, baik secara tunai maupun kredit, dengan cara pencatatan ke buku seperti data pemasukan dan pengeluaran barang berupa nota dalam proses distribusi, dan laporan yang dihasilkan berupa laporan penjualan, keuangan, dan stok barang, yang dapat memudahkan pihak cv. catur pandu maju bersama dalam melakukan kegiatan distribusi produk paint otomotif, yang harus dilakukan secara langsung di perusahaan tersebut. dan transaksi yang dihasilkan adalah laporan penjualan, keuangan, dan stok barang yang telah dibuat untuk mempermudah pihak ) yang telah membuat sistem",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"apel adalah tanaman buah tahunan yang berasal dari daerah asia barat dengan iklim sub tropis, di indonesia, apel mulai ditanam pada tahun 1934 dan berkembang pesat pada tahun 1960-an hingga saat ini. apel di kota batu, jawa timur, merupakan buah yang menjadi ikon kota wisata ini, aplikasi sistem pakar berbasis web banyak digunakan oleh berbagai kalangan masyarakat, dan dapat mengambil keputusan dengan cepat merupakan nilai tambah dalam aplikasi sistem pakar. (cf) yang digunakan dalam penelitian ini adalah certainty factor (cf), metode tersebut menyatakan tingkat kepercayaan dalam sebuah kejadian atau penilaian seorang pakar (d). aplikasi yang berkaitan dengan aplikasi yang relevansi",ai
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL,2017,"tujuan dari penelitian ini adalah untuk mengetahui sejauh mana tingkat kepuasan pengunjung website polda lampung terhadap tribrata news dan indikator-indikator apa saja yang perlu diperbaiki guna meningkatkan kepuasan pengunjung terhadap pelayanan tribrata news. tipe penelitian ini menggunakan pendekatan kuantitatif. responden penelitian ditentukan menggunakan teknik stratified random sampling dengan kriteria tertentu. adapun teknik penentuan sampel menggunakan tabel stephen isaac willian b. michael. dari hasil penelitian menunjukan bahwa pengunjung website belum sepenuhnya puas terhadap tribrata news. berdasarkan metode end user computing statisfaction (eucs), diketahui bahwa indikator yang harus diperbaiki guna meningkatkan kepuasan pengunjung adalah indikator format, kemudahan penggunaan, dan dari sisi ketepatan",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2017,"untuk melestarikan beberapa warisan budaya indonesia, dalam hal ini, batik indonesia, keripik indonesia dan batik indonesia adalah salah satunya, maka perlu adanya pendokumentasian motif batik agar tidak hilang ciri khasnya. motif batik dapat didokumentasikan dalam bentuk gambar atau citra, sehingga hasil deteksi tepi dapat ditingkatkan dengan menggunakan metode mathematical morphology. hasil deteksi tepi menunjukkan bahwa deteksi tepi metode canny lebih baik dibandingkan dengan metode deteksi tepi lainnya. - dilation dapat meningkatkan hasil pendeteksian tepi dengan menggunakan dilation. ( t (t budaya yang relevansi ) s, -.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"studi kuantitatif menggunakan model utaut yang dimodifikasi untuk menganalisis model penerimaan pengguna yang merupakan wajib pajak orang pribadi yang telah menggunakan e-spt dan e-filing untuk meningkatkan transformasi bisnis proses dalam sistem pelayanan perpajakan dari sistem manual ke digital, menunjukkan bahwa pengaruh yang lebih kuat terhadap semua variabel yang diteliti dibandingkan dengan kelompok umur 25-35 tahun, menunjukkan peningkatan yang signifikan dalam penerimaan pengguna dalam menggunakan sistem e-spt atau e-filling. 000 responden, yang terdiri dari 235 responden. ) ( 1 ), masing-ri, yang relevansi (ee) aut - s e. (u) mereka pada tingkat penerimaan pengguna.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"tujuan utama dari optimasi desain ini adalah untuk meningkatkan kualitas dari mesin bubut yang akan dibuat bmeppo-bbpt. dengan tetap menggunakan material gray cast iron (fc25) serta menekan jumlah material yang di butuhkan dalam pembuatan bed bubut tersebut tetapi menghasilkan bentuk desain slant bed bubut cnc yang optimal sehingga tidak mengurangi kualitas mesin yang akan dibuat. perancangan struktur bed menggunakan ribbing dapat membuat mesin tetap kokoh dan mampu mengatasi pembebanan yang terjadi akibat berat komponen mesin bubut, namun tetap memenuhi aspek berat yang tidak berlebihan. proses perancangan dilakukan melalui metode reverse engineering dari desain mesin bubut cnc leadwell t-6, yang berikutnya",human
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2017,"untuk menghemat energi yang digunakan dalam kehidupan sehari-hari, pengembangan otomatisasi ac dan lampu membutuhkan perangkat yang memiliki fungsi maksimal dengan harga yang minimal, raspberry pi adalah perangkat atau modul dengan harga rendah yang mampu melakukan komunikasi wireless tanpa bantuan modul lain. oleh karena itu, pada penelitian ini mengusulkan untuk mengembangkan automatisasi ac dan lampu menggunakan raspiberry pi yang menerapkan metode fuzzy dapat menghemat energi hingga 59,87 dalam hal lama waktu nyala ac dan 57,47 dalam lumenasi lampu. oleh karena itu disarankan untuk menerapkan metode fuzzy untuk melakukannya secara otomatisasi lampu tersebut.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2013,"skripsi merupakan mata kuliah wajib di perguruan tinggi, program studi teknik informatika universitas negeri kudus baru memulai pendaftaran skripsi untuk memudahkan mahasiswa dalam memahami alur pengambilan skripsi sampai pelaksanaan skripsi dan lebih menarik. simulasi game merupakan permainan peran, mahasiswa bersaing untuk mencapai tujuan tertentu melalui permainan dengan mematuhi peraturan yang ditetapkan. simulasi game adalah bermain peran, para mahasiswa berkompetisi untuk mendapatkan tujuan tertentu dengan bermain game simulasi dengan baik.",ai
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2015,"(lbs) adalah layanan yang ditawarkan melalui telepon seluler dengan mempertimbangkan lokasi geografis pengguna mobile, karena lbs sangat bergantung pada lokasi pengguna mobile. sebuah lbs dapat menunjukkan pengguna ke restoran, pom bensin, rumah sakit, dan objek wisata terdekat dengan menggunakan google maps api v2. dengan menggunakan lbs, wisatawan akan lebih mudah untuk menentukan tujuan wisata di kota dan kabupaten tegal berdasarkan lokasi pengguna mereka. wisata yang ada di kota dan kabupaten tegal sebagai objek wisata yang cocok. - objek wisata yang tersedia di daerah tersebut. dll informasi pendukung dari objek wisata di mana yang sesuai.",ai
ILKOM Jurnal Ilmiah UMI Makassar (IndoT5 Parafrase),2016,"penelitian ini menghasilkan sistem berbasis web yang dapat digunakan oleh administrator untuk mengelola data stakeholder dan kriteria kemiskinan yang ditetapkan, program bantuan penanggulangan kemiskinan, dan data calon penerima bantuan, dengan tujuan untuk menghasilkan data keluarga miskin yang ideal, sementara ada beberapa versi dari kriteria kemiskinan tertentu yang dikeluarkan oleh beberapa stakeholder, sehingga informasi mengenai kriteria, program bantuan dan data penerima bantuan menjadi lebih mudah dan akurat. dan semakin banyak indikator yang dimasukkan ke dalam kriteria program bantuan, data keluarga miskin yang dihasilkan akan lebih ideal.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2017,"( 1 ) dengan metode pengembangan multimedia yang dikembangkan oleh sutopo, konsep, desain, material collecting, assembly, testing dan distribusi, animasi akan dibangun dimulai dari pengonsepan animasi sampai pada akhirnya animasi akan didisbrusikan kepada masyarakat umum yang membutuhkan, aplikasi yang akan didistribusikan berupa aplikasi jadi yang berisi animasi 3d hologram barang-barang mebel yang telah ditentukan, yang akan menampilkan bentuk barang yang menyerupai bentuk aslinya, yang merupakan contoh perkembangan teknologi yang masih baru saat ini. dimana aplikasi tersebut akan berisi animasi barang yang telah ditetapkan dalam aplikasi yang telah dibuat sebagai aplikasi yang sudah ditentukan, yang telah, dengan cara yang telah dikembangkan,",ai
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2016,"ini membahas salah satu aplikasi mikrokontroler atmo16 yang digunakan sebagai media pointing antena vsat, untuk menentukan sudut azimuth dan ketinggian, menggunakan perubahan linier dari potensiometer yang terhubung dengan mikro-kontroler digunakan sebagai sensor sudut untuk konversi dari analog menjadi digital berdasarkan perubahan linier potensiometer, sedangkan untuk perbandingan total hasil pointing manual adalah ber, signal quality, ber dan cn 8,5db, meskipun tidak terlalu besar, bahkan cenderung sama. perbedaan nilai bercn tidak terlalu signifikan, bahkan lebih baik. 8,5 db, tetapi tidak terlalu kecil, tetapi lebih baik, dan (n ), yang lebih baik, dan sudut, sehingga lebih akurat. masing-masing-a, dan e, -, atau, pada,",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"pengelolaan dana masjid ataupun yayasan adalah suatu kegiatan yang dilakukan oleh suatu organisasi, yang hampir setiap bulan dilakukan, demi memberikan informasi pemasukan maupun pengeluaran dana yang ada dalam yayasan tersebut. dengan sudah berkembangnya teknologi pada saat ini, maka organisasi yang ada di masjid sudah bisa menggunakan sistem yang terkomputerisasi, karena sistem yang sudah terkomputerisasi mempunyai banyak dampak positif untuk setiap organisasi. pengelolaan dana masjid pada yayasan al-muhajirin masih menggunakan sistem yang manual, sehingga masih mempunyai banyak kendala dalam prosesnya yang dapat menyebabkan terjadinya banyak kesalahan, seperti kesulitan dalam mengetahui penerimaan dan pengeluaran dana, mengelola keuangan yang sulit karena kurangnya pengetahuan",human
Jurnal INFOTEL IT Telkom,2010,"catu daya dalam sebuah sistem merupakan bagian yang utama, karena sebagai sumber atau penyedia energi, begitu pula pada perangkat telekomunikasi yang digunakan seperti handphone. catu daya pada handphone adalah baterai, apabila suatu saat baterai dalam keadaan lowbatt, dan tidak ada sumber catuan listrik yang dapat digunakan tentunya hal tersebut dapat mengganggu proses komunikasi yang akan dilakukan. perancangan perangkat ini dibagi menjadi beberapa blok rangkaian, yaitu blok catu daya yang berisi sumber sebagai penyedia energi (generator ac), rangkaian penyearah, filter, dan blok pulsa width modulator (pwm), serta blok rangkaian penguat arus. ketika generator ac diputar, maka otomatis akan menghasilkan tegangan bolak-balik,",human
JIP (Jurnal Informatika Polinema),2016,kucing sebagai hewan periharaan yang digemarin oleh masyarakat indonesia namun tidak diimbangi dengan tersedianya dokter hewan yang mencukupin. banyak para pencinta kucing yang kesulitan untuk merawat ketika sakit dan tidak sedikit pula kucing kesayangan mati tanpa diketahuin dengan jelas sebabnya. maka solusi dengan sistem pakar yang mengadaptasi kecerdasan buatan di bidang kedokteran hewan yaitu untuk mendiagnosa penyakit pada kucing. diharapkan dapat menjadi salah satu alternatif bantuan bagi pemilik kucing dalam memperoleh informasi penyakit pada kucing. dan sekaligus dapat pula mengetahui pemecahan masalah atau solusi yang tepat untuk menangani penyakit tersebut. dengan menggunakan metode teorema bayes dengan menggunakan probabilitas bersyarat sebagai,human
Jurnal Komputer Terapan PCR,2017,ketua bem adalah pemangku jabatan tertinggi pada organisasi intra kampus yang dipiih oleh mahasiswa. proses pemilihan ketua bem dimulai dari adanya penyeleksian berdasarkan pada beberapa kriteria tertentu yang memiliki bobot penilaian yang berbeda. untuk menentukan pengambilan keputusan tersebut sistem penunjang keputusan (spk) merupakan salah satu alat bantu dalam pemecahan masalah ini. weight product (wp) dan simple additive weight (saw) merupakan metode dalam spk yang banyak dipakai untuk menyelesaikan pengambilan keputusan yang memiliki banyak kriteria dan sistem perangkingan. penelitian ini membandingkan metode wp dan saw dalam pemilihan calon ketua bem. berdasarkan hasil perhitungan didapat bahwa kedua metode dapat menghasilkan urutan calon,human
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"( 1 ) dengan menggunakan metode teorema bayes dengan menggunakan probabilitas bersyarat sebagai dasarnya, metode bayes juga merupakan metode untuk menghasilkan estimasi parameter dengan menggabungkan informasi dari sampel dan informasi lain yang telah tersedia sebelumnya, menunjukkan bahwa program aplikasi menghasilkan nilai akurasi 90 pada 15 sampel data gejala penyakit. berdasarkan pengujian 15 sampel menunjukkan bahwa program aplikasi menghasilkan nilai ketepatan 90 0. berdasarkan 15 sampel gejala penyakit, dan juga dapat mengetahui solusi atau solusi yang tepat untuk menangani penyakit tersebut. 1, yang merupakan dasar untuk diagnosis penyakit ini 2 3 4 s -.",ai
JIP (Jurnal Informatika Polinema),2017,penilaian kinerja karyawan merupakan aspek penting dalam manajemen sumber daya manusia yang efektif. namun pada kenyataannya penilaian kinerja karyawan bagian produksi pada pt pendawa polysindo perkasa belum cukup optimal karena belum adanya pembobotan terhadap kriteria penilaian dan untuk menentukan karyawan terbaik masih dinilai secara subyektif. pada penelitian ini dibuat sistem informasi untuk membantu pembobotan kriteria dan perankingan karyawan guna memperoleh karyawan terbaik dengan mengurangi tingkat subyektifitas penilaian. kelebihan analytical hierarchy process (ahp) adalah berdasar pada matriks perbandingan berpasangan dan melakukan analisis konsistensi. sedangkan metode technique for others reference by similarity to ideal solution (topsis) memiliki konsep dimana alternatif terpilih yang,human
